A,B,C,D,E,F,G,H,I,J,K
1.145227157,0.905819296,0.984430832,1.007656968,1.116641143,1.229198571,1.289943849,1.188106177,1.052322614,1.050535988,1.013016845
1.166666667,0.911179173,1.046962736,1.070188872,1.270290965,1.236345074,1.075548749,1.000510465,1.071975498,1.025523226,1.027309852
1.114854518,0.880806534,1.018376723,1.077335375,1.197039306,0.778968862,1.039816233,1.036242981,1.025523226,1.063042369,0.94691169
1.084481879,0.864726901,0.929045431,0.993363961,1.080908627,1.055895865,0.991577335,1.096988259,1.009443594,1.041602859,0.966564574
1.168453292,1.046962736,0.896886166,1.036242981,0.950484941,0.762889229,0.782542113,0.964777948,0.759315978,0.854007147,0.827207759
0.965710848,1.042711049,0.975335873,1.130940445,1.127732103,1.028273511,1.148586324,0.943252456,0.933627431,0.890314819,0.943252456
1.17906557,0.907960698,0.827752156,1.143773812,1.166232204,1.029877682,1.130940445,0.973731702,0.93041909,0.984960898,0.936835773
1.225586525,0.962502507,0.957689994,1.175857229,1.17906557,1.069981953,1.058752757,0.922398235,0.967315019,1.034690195,0.999398436
1.199919791,1.071586124,1.280128334,1.57689994,1.522358131,1.55764989,1.453378785,1.395628634,1.272107479,1.084419491,0.895127331
1.065169441,0.986565069,1.284940846,1.583316623,1.559254061,1.493483056,1.50150391,1.515941448,1.233607379,0.79887708,0.904752356
1.095648687,1.018648486,1.289753359,1.493483056,1.884900742,1.530378985,1.583316623,1.355524363,1.222378183,0.948064969,0.875877281
1.103669541,0.928814919,1.265690796,1.06356527,0.952877481,1.039502707,0.996190094,1.118107078,1.074794466,1.039502707,0.989773411
1.151794666,1.151794666,0.989773411,1.04431522,1.225586525,1.148586324,1.052336074,0.967315019,0.837377181,0.867856427,0.827752156
1.278597786,1.166051661,1.062730627,1.040590406,1.086715867,1.086715867,0.937269373,1.086715867,1.044280443,0.990774908,0.911439114
1.219557196,0.900369004,1.031365314,0.894833948,0.990774908,0.863468635,0.867158672,0.929889299,1.05904059,1.016605166,0.990774908
1.177121771,0.985239852,1.012915129,0.91697417,0.942804428,1.177121771,0.981549815,0.883763838,0.959409594,0.977859779,0.935424354
1.121771218,0.95202952,1.012915129,1.044280443,1.053505535,1.20295203,1.029520295,0.763837638,0.957564576,0.885608856,0.915129151
1.245387454,0.878228782,0.998154982,1.197416974,1.114391144,1.169741697,1.097785978,1.036900369,0.859778598,0.896678967,0.902214022
1.160516605,0.996309963,1,1.225092251,0.767527675,1.271217712,1.289667897,0.981549815,0.918819188,0.937269373,0.817343173
1.053505535,0.961254613,1.033210332,1.036900369,1.10701107,1.027675277,1.182656827,1.158671587,1.073800738,1.007380074,0.909594096
1.269372694,1.15498155,1.094095941,1.035055351,1.317343173,1.232472325,1.315498155,1.167896679,1.23800738,1.175276753,1.05904059
1.015228426,0.806885897,0.805120282,0.926947694,0.967556831,0.813948356,0.955197528,0.951666299,0.852791878,0.896932245,0.937541382
1.041712646,0.628558817,0.914588391,0.979916133,0.900463474,0.787464136,0.794526595,0.801589053,0.746854999,0.985212977,0.888104171
0.988744207,0.863385566,0.769807989,0.900463474,0.902229089,0.870448025,0.847495034,0.958728757,0.891635401,0.881041713,0.873979254
0.851026264,0.881041713,0.838666961,0.900463474,0.939306996,0.843963805,0.902229089,0.905760318,0.836901346,0.852791878,0.923416464
1.080556169,0.882807327,0.903994703,0.941072611,0.923416464,0.981681748,0.972853675,0.870448025,0.835135732,0.939306996,0.889869786
0.964025601,0.925182079,0.953431913,0.870448025,0.889869786,0.810417126,0.822776429,0.799823439,0.822776429,0.836901346,0.896932245
0.990509821,0.941072611,0.912822776,0.97108806,0.951666299,0.826307658,0.843963805,0.888104171,0.974619289,0.91811962,0.907525932
1.013462812,0.863385566,0.342529243,0.972853675,0.985212977,0.962259987,1.0240565,1.110571618,0.941072611,1.031118958,0.909291547
0.973113617,1.028620989,0.992194276,1.051170859,0.907198612,0.843018213,0.907198612,0.912402428,0.823937554,1.021682567,0.889852559
1.158716392,1.028620989,1.03555941,1.004336513,1.047701648,0.971379011,0.934952298,0.860364267,0.884648742,0.808326106,1.00954033
1.129228101,0.914137034,0.955767563,0.98699046,0.948829141,0.907198612,0.860364267,0.834345186,0.796183868,0.888117953,0.844752819
1.167389419,0.966175195,0.960971379,0.969644406,0.940156114,0.888117953,0.843018213,0.855160451,0.837814397,0.867302689,0.860364267
1.134431917,0.938421509,1.028620989,0.914137034,0.903729402,0.926279271,0.863833478,0.888117953,0.879444926,0.855160451,0.837814397
1.181266262,1.000867303,0.98699046,0.912402428,0.973113617,0.818733738,0.938421509,0.901994796,0.882914137,0.933217693,0.80312229
1.028620989,0.955767563,1.028620989,0.89679098,0.924544666,0.922810061,0.954032958,0.940156114,0.912402428,0.870771899,0.900260191
1.172593235,1.091066782,1.00954033,0.947094536,1.094535993,1.011274935,1.021682567,1.101474415,1.016478751,0.849956635,0.954032958
0.972524214,0.885550504,0.940897411,0.925084009,0.914014627,0.885550504,0.961454833,0.809646175,0.814390196,0.944060091,0.956710812
1.068985966,1.222375964,0.942478751,1.016801739,1.059497924,1.113263491,0.928246689,0.997825657,1.027871121,0.967780194,0.999406997
1.083218027,1.231864005,1.026289781,1.046847203,1.02470844,1.040521842,0.974105554,0.958292153,1.062660605,0.983593596,1.050009883
1.065823285,1.053172564,0.901363906,1.072148646,0.887131844,1.01996442,0.993081637,0.969361534,1.100612769,0.899782566,0.986756276
1.043684523,1.078474007,0.906107926,0.947222771,1.148052975,1.136983594,0.918758648,0.983593596,0.901363906,0.996244317,1.029452461
0.993081637,1.132239573,0.967780194,0.966198854,1.02154576,0.997825657,0.996244317,0.961454833,0.860249061,0.920339988,1.068985966
1.097450089,1.186005139,1.005732358,0.999406997,0.988337616,0.864993082,1.005732358,0.874481123,1.043684523,0.961454833,0.963036173
1.091124728,1.083218027,1.010476379,0.974105554,0.904526586,0.942478751,0.902945246,0.920339988,0.958292153,0.956710812,1.012057719
1.178726242,1.353784595,1.337445815,1.265088363,1.076025342,1.199733244,1.24408136,1.097032344,1.132044015,1.006002001,1.008336112
1.629209737,1.265088363,1.304768256,1.120373458,1.337445815,1.269756586,1.412137379,1.694564855,1.475158386,1.367789263,1.421473825
1.440146716,1.15771924,1.169389797,1.178726242,1.232410804,1.087695899,1.251083695,1.405135045,1.293097699,1.295431811,1.377125709
1.374791597,1.323441147,1.101700567,1.673557853,1.713237746,1.659553184,2.065688563,1.479826609,1.255751917,1.262754251,1.253417806
1.349116372,1.293097699,1.715571857,1.043347783,1.862620874,1.715571857,1.806602201,1.73657886,1.808936312,1.374791597,1.239413138
1.540513505,1.211403801,1.297765922,2.187062354,2.226742247,2.229076359,1.965321774,1.769256419,1.72024008,1.146048683,1.195065022
1.293097699,0.40846949,1.470490163,1.836945649,1.773924642,1.587195732,1.699233078,1.428476159,1.458819607,1.475158386,1.330443481
1.400466822,1.318772924,1.272090697,1.153051017,1.335111704,1.316438813,1.365455152,1.349116372,1.297765922,1.197399133,1.115705235
1.09064256,0.926459809,1.016369411,0.832641095,1.088688004,1.157097484,0.453457122,0.981187393,1.004642072,0.965550941,0.965550941
1.243097972,0.996823846,1.04568776,0.992914732,0.895186904,1.004642072,1.026142194,0.510139262,1.176643049,1.035914977,1.03982409
1.073051551,0.934278036,0.961641828,0.334229172,0.975323723,1.086733447,1.010505742,0.84632299,1.032005864,1.073051551,0.992914732
1.22746152,0.994869289,0.996823846,0.975323723,1.157097484,1.239188859,1.170779379,1.063278769,0.961641828,0.955778158,1.000732959
1.161006597,0.996823846,1.008551185,1.071096995,1.15318837,1.512826777,1.446371854,1.250916198,1.094551674,0.84632299,0.97141461
1.086733447,1.065233325,0.930368923,1.147324701,1.258734425,0.713413144,1.282189103,1.209870511,1.123870022,0.926459809,1.084778891
0.860004886,0.760322502,1.149279257,1.012460298,1.194234058,1.047642316,1.172733936,1.178597606,1.139506474,1.047642316,1.069142438
1.344734913,0.899096018,1.188370388,0.963596384,1.135597361,1.313462008,1.233325189,0.623503543,1.094551674,1.053505986,1.024187637
1.026315789,0.866776316,0.855263158,0.84375,0.863486842,1.004934211,1.126644737,0.873355263,0.939144737,0.924342105,0.879934211
1.001644737,0.827302632,0.800986842,0.840460526,0.761513158,1.360197368,1.131578947,0.805921053,1.088815789,0.509868421,0.925986842
1.074013158,0.763157895,0.544407895,0.59375,0.636513158,1.391447368,1.40625,1.225328947,0.896381579,0.932565789,0.9375
0.958881579,0.868421053,0.815789474,0.981907895,1.055921053,1.235197368,1.129934211,1.131578947,1.042763158,0.940789474,0.833881579
1.026315789,0.957236842,0.865131579,0.837171053,0.850328947,1.057565789,1.366776316,1.305921053,0.945723684,0.998355263,0.975328947
1.078947368,0.856907895,0.809210526,0.917763158,0.78125,1.141447368,1.401315789,1.248355263,1.274671053,1.065789474,0.978618421
1.143092105,0.506578947,0.777960526,0.856907895,0.842105263,1.032894737,1.003289474,0.981907895,0.944078947,0.814144737,0.861842105
1.088815789,0.363486842,0.304276316,0.851973684,1.008223684,1.098684211,1.215460526,1.115131579,1.03125,0.972039474,1.110197368
0.998165138,0.880733945,0.30988787,0.523547401,0.963914373,0.931294597,0.936187564,1.003058104,0.918246687,0.849745158,0.991641182
1.110703364,0.996534149,0.26911315,1.112334353,0.978593272,1.065035678,1.159633028,0.980224261,1.014475025,0.913353721,0.980224261
1.135168196,0.892150866,0.813863405,0.934556575,0.733944954,1.00795107,0.988379205,0.905198777,0.859531091,0.955759429,1.027522936
1.229765545,0.818756371,1.020998981,0.978593272,1.2509684,0.854638124,0.733944954,0.988379205,0.950866463,1.003058104,0.636085627
1.14332314,0.986748216,1.078083588,0.813863405,1.2509684,1.237920489,1.281957187,1.087869521,1.034046891,0.999796126,1.030784913
0.911722732,0.867686035,1.141692151,1.127013252,1.242813456,1.141692151,1.286850153,1.164525994,1.127013252,0.932925586,1.069928644
1.042201835,0.448521916,0.32293578,0.802446483,0.857900102,0.808970438,0.857900102,0.851376147,0.901936799,0.903567788,0.885626911
0.98185525,0.978593272,0.929663609,1.14332314,1.19714577,1.218348624,1.086238532,1.092762487,1.140061162,0.976962283,1.00795107
1.122473246,0.981688466,1.289892985,0.91510107,0.918906064,1.092033294,0.941736029,1.179548157,1.322235434,1.05588585,1.249940547
1.021640904,1.162425684,1.265160523,1.185255648,1.293697979,0.945541023,1.209988109,0.955053508,0.911296076,1.00451843,1.213793103
1.015933413,1.128180737,1.154815696,0.911296076,1.078715815,1.17764566,1.166230678,1.151010702,0.884661118,0.939833532,1.257550535
0.951248514,0.974078478,0.867538644,0.962663496,0.875148633,1.139595719,1.048275862,0.837098692,1.099643282,1.185255648,1.333650416
0.871343639,0.936028537,1.025445898,1.040665874,1.012128419,1.118668252,0.858026159,0.787633769,0.355766944,0.993103448,1.164328181
0.964565993,1.067300832,0.996908442,0.799048751,0.852318668,0.719143876,0.964565993,1.128180737,1.012128419,1.061593341,1.002615933
1.381212842,1.255648038,0.913198573,1.012128419,0.960760999,1.164328181,1.078715815,1.118668252,1.090130797,0.964565993,1.170035672
1.071105826,1.029250892,0.953151011,1.103448276,1.12627824,1.067300832,1.112960761,0.650653983,1.238525565,1.143400713,1.244233056
